state,postcode,individuals,taxable_individuals,total_taxable_income,avg_taxable_income,median_taxable_income,rank_australia,rank_state
QLD,4707,120,119,6381723,53181,44135,2187,327
QLD,4709,470,467,46712547,99388,85023,198,17
QLD,4710,3041,3006,207535337,68246,51491,1066,135
QLD,4711,1102,1095,86422060,78423,66161,570,73
QLD,4712,199,191,10548306,53007,51223,2198,331
QLD,4713,282,278,14387389,51019,43923,2319,351
QLD,4714,1274,1254,74336673,58349,47454,1787,264
QLD,4715,4283,4192,304900718,71189,57018,897,115
QLD,4716,514,502,28955577,56334,49042,1936,291
QLD,4717,2761,2737,268140544,97117,89201,215,19
QLD,4718,1379,1357,101770401,73800,58499,765,95
QLD,4719,646,621,37092819,57419,50228,1846,275
QLD,4720,9884,9769,802713188,81213,63868,479,57
QLD,4721,2235,2202,163224938,73031,61902,799,101
QLD,4722,1077,1057,75042677,69678,60587,980,124
QLD,4723,909,878,58059657,63872,57440,1378,197
QLD,4724,397,388,23793901,59934,52408,1663,244
QLD,4725,875,862,56888858,65016,56936,1298,182
QLD,4726,249,238,12331477,49524,46350,2381,367
QLD,4727,166,157,8684176,52314,46144,2231,341
QLD,4728,131,125,7609232,58086,51807,1802,266
QLD,4730,1946,1909,125197414,64336,57826,1350,191
QLD,4731,102,98,4882649,47869,46078,2453,384
QLD,4732,81,77,2819946,34814,34926,2607,428
QLD,4735,699,684,40843912,58432,54060,1782,263
QLD,4736,88,87,5759880,65453,60725,1273,177
QLD,4737,5288,5216,397842691,75235,61088,686,84
QLD,4738,750,730,50005337,66674,53443,1183,154
QLD,4739,220,215,11943912,54291,40861,2112,318
QLD,4740,56190,55739,4446190127,79128,63980,532,68
QLD,4741,4388,4331,322946794,73598,58747,771,96
QLD,4742,603,592,48556460,80525,69701,495,59
QLD,4743,181,180,16930385,93538,95291,258,24
QLD,4744,5149,5113,544837741,105814,93441,153,13
QLD,4745,1507,1499,145973152,96863,86835,219,21
QLD,4746,860,853,86072755,100085,90988,191,14
QLD,4750,3796,3769,289452203,76252,64031,642,77
QLD,4751,3033,3012,239074769,78825,66375,544,70
QLD,4753,2912,2895,245796725,84408,69884,399,42
QLD,4754,1452,1429,107873213,74293,64060,731,91
QLD,4756,413,395,24694055,59792,49071,1678,247
QLD,4757,207,202,10745162,51909,38533,2264,342
QLD,4798,490,484,32175690,65665,53749,1258,172
QLD,4799,711,688,42130899,59256,45818,1724,253
QLD,4800,6658,6584,442756194,66500,53049,1191,156
QLD,4801,131,130,6755993,51572,51588,2285,345
QLD,4802,8323,8251,561187348,67426,51991,1139,147
QLD,4803,803,798,52060125,64832,55008,1310,187
QLD,4804,1095,1081,79794025,72871,55367,806,103
QLD,4805,7159,7064,461686742,64490,49464,1334,188
QLD,4806,2235,2204,139546734,62437,53575,1483,216
QLD,4807,6748,6671,447143770,66263,52949,1211,159
QLD,4808,685,679,42502775,62048,55914,1514,221
QLD,4809,608,596,34344148,56487,55299,1928,289
QLD,4810,14523,14420,1188594001,81842,63377,466,53
QLD,4811,7950,7887,584091813,73471,62347,775,98
QLD,4812,11692,11605,785655867,67196,57574,1155,149
QLD,4813,263,263,19594377,74503,74893,720,89
QLD,4814,27317,27082,1862280158,68173,57836,1073,136
QLD,4815,12188,12071,759675275,62330,55788,1492,217
QLD,4816,5410,5324,353424949,65328,54420,1280,180
QLD,4817,19546,19395,1332210123,68158,60335,1074,137
QLD,4818,20757,20613,1503100205,72414,65154,827,106
QLD,4819,1593,1569,81173798,50957,38259,2323,352
QLD,4820,5570,5498,359103525,64471,54308,1336,189
QLD,4821,901,877,53745502,59651,54058,1688,250
QLD,4822,535,522,28226895,52761,54129,2209,336
QLD,4823,531,516,28613373,53886,47791,2144,322
QLD,4824,1702,1691,136055739,79939,67822,511,63
QLD,4825,11191,11100,940023509,83998,73220,411,45
QLD,4828,93,92,6044211,64992,57351,1300,183
QLD,4829,290,286,19129258,65963,59484,1233,163
QLD,4830,585,580,31037934,53056,40468,2197,330
QLD,4849,767,757,37977615,49514,39311,2384,368
QLD,4850,6263,6180,359685740,57430,49008,1845,274
QLD,4852,2638,2598,146147639,55401,44084,2020,305
QLD,4854,3412,3365,190933048,55959,46502,1976,298
QLD,4855,500,495,24971710,49943,42635,2372,361
QLD,4856,379,367,20061203,52932,45156,2201,332
QLD,4858,915,905,54843141,59938,51203,1661,242
QLD,4859,326,322,15978347,49013,42355,2403,372
QLD,4860,6313,6223,340325265,53909,44562,2143,321
QLD,4861,856,846,46703191,54560,45779,2088,311
QLD,4865,5434,5383,357925244,65868,57461,1245,167
QLD,4868,13370,13262,845293158,63223,54830,1417,205
QLD,4869,12765,12670,794349611,62229,56376,1503,220
QLD,4870,47931,47520,3193766411,66633,53612,1184,155
QLD,4871,6007,5894,311397407,51839,43613,2267,343
QLD,4872,2560,2482,129197798,50468,40950,2344,357
QLD,4873,4241,4190,231122154,54497,45986,2093,314
QLD,4874,3175,3158,285806628,90018,84187,305,34
QLD,4875,3133,3099,195102329,62273,52725,1498,218
QLD,4876,1132,1123,60926475,53822,47823,2148,323
QLD,4877,4000,3958,225215246,56304,45184,1940,293
QLD,4878,9708,9632,634286115,65336,55331,1279,179
QLD,4879,14543,14417,1005622596,69148,56242,1016,130
QLD,4880,8463,8363,462540207,54654,46075,2083,310
QLD,4881,2891,2863,170488292,58972,45018,1746,257
QLD,4882,2092,2067,131880047,63040,49622,1430,208
QLD,4883,5283,5205,287968480,54509,45117,2092,313
QLD,4884,1350,1326,78510990,58156,46215,1796,265
QLD,4885,2584,2526,142507739,55150,43498,2045,307
QLD,4886,538,519,24990910,46452,36008,2497,394
QLD,4887,1052,1041,51767646,49209,40242,2397,371
QLD,4888,1487,1452,73707921,49568,38939,2378,365
QLD,4890,789,784,49102002,62233,55691,1502,219
QLD,4891,351,349,20192701,57529,52222,1839,272
QLD,4892,1626,1608,79519952,48905,37200,2408,374
QLD,4895,2388,2352,129688532,54308,46072,2108,317
QLD,9726,113,112,7451164,65940,51279,1238,164
SA,5000,14466,14076,885169342,61190,42696,1560,164
SA,5001,120,119,17944240,149535,62372,31,1
SA,5006,4509,4460,522432479,115864,63267,97,3
SA,5007,5458,5414,386240731,70766,60484,914,70
SA,5008,8876,8799,560577924,63157,54205,1424,139
SA,5009,3477,3447,218766985,62918,54823,1441,143
SA,5010,3331,3286,178191327,53495,48868,2169,272
SA,5011,9389,9293,618629353,65889,59492,1243,111
SA,5012,7003,6907,354889402,50677,45893,2337,296
SA,5013,6227,6175,354318729,56900,52015,1892,226
SA,5014,7723,7660,482210154,62438,56578,1482,150
SA,5015,4147,4111,281900271,67977,61075,1082,93
SA,5016,5753,5725,404185787,70257,61403,951,75
SA,5017,2732,2708,167363876,61261,54015,1555,163
SA,5018,3598,3568,240711149,66901,57601,1170,103
SA,5019,5592,5566,403022877,72071,58682,845,66
SA,5020,2095,2077,163801403,78187,57822,576,44
SA,5021,4548,4510,332343341,73075,56290,797,60
SA,5022,10656,10566,952560894,89392,61591,312,17
SA,5023,11302,11192,688519984,60920,53846,1585,171
SA,5024,9573,9524,693769641,72472,57701,824,64
SA,5025,5891,5834,398005860,67562,57244,1120,99
SA,5031,6675,6611,454544617,68097,56904,1077,92
SA,5032,8949,8871,606459079,67768,55489,1099,97
SA,5033,5848,5795,352467878,60272,53525,1639,178
SA,5034,6955,6904,637474848,91657,61553,283,15
SA,5035,4254,4217,299623899,70433,57634,942,73
SA,5037,7648,7592,489290910,63976,55733,1371,130
SA,5038,11826,11685,734839295,62138,54409,1506,155
SA,5039,5818,5767,385305272,66226,55897,1212,106
SA,5040,1432,1423,120028106,83819,52016,417,29
SA,5041,8767,8703,691344592,78858,61057,542,38
SA,5042,7628,7549,454673295,59606,50904,1693,189
SA,5043,12702,12599,755053587,59444,52439,1711,194
SA,5044,7584,7528,642414102,84707,60576,389,24
SA,5045,10892,10817,892979280,81985,57899,460,33
SA,5046,6120,6065,394169738,64407,56428,1345,125
SA,5047,5492,5435,334759738,60954,53692,1583,170
SA,5048,9735,9681,730481267,75037,57128,696,55
SA,5049,6827,6777,497549509,72880,55730,805,61
SA,5050,3757,3721,268092366,71358,53687,886,68
SA,5051,10169,10095,786049100,77299,62254,604,49
SA,5052,4292,4259,337676453,78676,61401,552,40
SA,5061,6944,6869,826005637,118952,66910,89,2
SA,5062,10335,10238,1032979064,99950,62300,192,7
SA,5063,8323,8250,702616489,84419,60432,397,26
SA,5064,6956,6876,683291374,98231,58206,206,11
SA,5065,7452,7349,725736498,97388,58409,211,12
SA,5066,8560,8461,852841801,99631,63907,195,8
SA,5067,7574,7487,676376699,89302,62697,316,18
SA,5068,8441,8348,750915194,88960,58041,321,20
SA,5069,5618,5571,554057018,98622,64104,204,10
SA,5070,9989,9868,711726608,71251,54580,892,69
SA,5071,83,82,7402372,89185,59107,317,19
SA,5072,9225,9117,698908225,75762,56408,665,53
SA,5073,10991,10840,719426416,65456,54068,1272,114
SA,5074,9284,9170,551969080,59454,52620,1708,192
SA,5075,7291,7213,453906060,62256,53023,1500,154
SA,5076,6536,6483,444116328,67949,56431,1085,94
SA,5081,6680,6613,734710213,109987,64065,127,5
SA,5082,10963,10864,861741857,78605,60139,558,42
SA,5083,5318,5263,364767721,68591,56958,1055,90
SA,5084,6354,6253,327120992,51483,46509,2294,292
SA,5085,15930,15745,973499257,61111,54320,1568,166
SA,5086,10964,10847,655771028,59811,52642,1675,185
SA,5087,8214,8122,495778011,60358,53035,1630,177
SA,5088,2430,2401,135675675,55834,51581,1988,245
SA,5089,4564,4537,313198583,68624,55534,1052,89
SA,5090,4530,4492,263054422,58069,52276,1804,208
SA,5091,4988,4960,324509027,65058,57139,1295,117
SA,5092,11579,11440,665907527,57510,52522,1841,216
SA,5093,5827,5777,320227661,54956,50465,2057,258
SA,5094,565,563,29786236,52719,47019,2213,275
SA,5095,13806,13650,844357754,61159,53888,1564,165
SA,5096,8445,8354,492075744,58268,51550,1789,204
SA,5097,8552,8479,519168936,60707,55161,1600,172
SA,5098,7721,7621,427981141,55431,50667,2019,253
SA,5106,73,73,4200483,57541,43886,1838,215
SA,5107,10364,10233,538839174,51991,47662,2261,285
SA,5108,23066,22746,1185957115,51416,48419,2302,293
SA,5109,11622,11510,649460570,55882,51136,1983,243
SA,5110,4921,4867,273779968,55635,49915,2008,250
SA,5111,227,227,17575124,77423,75931,598,47
SA,5112,9498,9375,476278573,50145,46293,2362,301
SA,5113,8816,8673,403798989,45803,43458,2519,322
SA,5114,21492,21258,1248200089,58077,52934,1803,207
SA,5115,8298,8191,466574131,56227,53723,1950,237
SA,5116,6469,6414,392545370,60681,55212,1603,173
SA,5117,3490,3466,240866255,69016,62319,1022,86
SA,5118,12029,11926,773628602,64314,56264,1354,127
SA,5120,2212,2191,140015474,63298,55573,1410,136
SA,5121,1477,1461,85238664,57711,52998,1826,213
SA,5125,12533,12456,875520546,69857,59496,972,80
SA,5126,4646,4624,295497976,63603,56753,1395,134
SA,5127,4953,4924,317573116,64117,56715,1364,128
SA,5131,691,686,49619535,71808,52487,859,67
SA,5132,303,299,29407069,97053,52979,216,13
SA,5133,280,277,19682141,70293,56024,948,74
SA,5134,286,279,24368017,85203,56585,381,23
SA,5136,329,325,25881634,78668,61499,553,41
SA,5137,376,374,31550951,83912,57977,413,28
SA,5138,201,198,12591217,62643,49386,1464,147
SA,5139,155,154,9533439,61506,45883,1542,160
SA,5140,298,295,22665215,76058,62959,650,51
SA,5141,469,468,38997984,83151,60300,435,31
SA,5142,428,426,31861066,74442,53394,725,58
SA,5144,238,238,20092858,84424,58144,396,25
SA,5150,54,54,4929617,91289,58567,290,16
SA,5151,290,288,24283704,83737,60297,422,30
SA,5152,4265,4227,423998125,99413,66630,197,9
SA,5153,4394,4354,350364839,79737,54387,515,37
SA,5154,2318,2299,216930421,93585,65043,257,14
SA,5155,2528,2508,183749971,72686,59825,813,63
SA,5156,658,655,48866541,74265,59373,732,59
SA,5157,2099,2090,146217417,69661,51598,982,81
SA,5158,15984,15872,1029482611,64407,57155,1344,124
SA,5159,21173,21012,1371701874,64785,55749,1313,120
SA,5160,126,124,9510848,75483,55804,675,54
SA,5161,6011,5970,347140915,57751,53046,1824,212
SA,5162,20493,20319,1150271259,56130,51782,1957,238
SA,5163,8068,7973,445400015,55206,50486,2043,257
SA,5164,2330,2303,112766195,48398,45522,2429,307
SA,5165,3433,3396,193847959,56466,50609,1930,234
SA,5166,1051,1041,57447414,54660,49648,2082,263
SA,5167,3888,3863,245320390,63097,54632,1426,141
SA,5168,3230,3201,185910475,57557,51304,1836,214
SA,5169,12499,12405,763750256,61105,54798,1570,168
SA,5170,774,762,44750998,57818,49301,1822,210
SA,5171,3916,3878,248484767,63454,50121,1402,135
SA,5172,2785,2752,182969209,65698,49389,1255,113
SA,5173,7562,7501,431204449,57023,48812,1880,224
SA,5174,1792,1774,106738148,59564,50233,1697,190
SA,5201,1558,1538,97080885,62311,53306,1497,153
SA,5202,604,598,36121876,59804,46925,1676,186
SA,5203,780,766,40412865,51811,39805,2269,286
SA,5204,1859,1828,93374282,50228,38515,2360,300
SA,5210,1225,1212,69826896,57002,48433,1883,225
SA,5211,9149,9039,489026779,53451,41579,2171,273
SA,5212,1195,1183,63009172,52727,40849,2212,274
SA,5213,815,808,48993366,60115,44363,1648,182
SA,5214,4949,4886,248586974,50230,39077,2359,299
SA,5220,208,205,9362444,45012,44197,2536,325
SA,5221,214,211,11034340,51562,40473,2287,290
SA,5222,478,472,25199148,52718,39705,2215,276
SA,5223,2340,2289,118191387,50509,42430,2341,297
SA,5231,749,735,52437159,70010,58199,967,77
SA,5232,276,271,18957934,68688,51860,1047,88
SA,5233,944,931,64741928,68583,51094,1056,91
SA,5234,913,897,56248324,61608,51805,1537,158
SA,5235,1592,1571,94137153,59131,49977,1735,198
SA,5236,181,180,10737300,59322,44284,1720,196
SA,5237,215,210,10225638,47561,43424,2464,314
SA,5238,2351,2304,114811325,48835,41423,2409,304
SA,5240,371,366,23141837,62377,52223,1487,151
SA,5241,1622,1603,99803437,61531,51042,1540,159
SA,5242,1048,1033,82528292,78748,57104,549,39
SA,5243,622,616,54024103,86855,56607,357,22
SA,5244,2974,2932,196528989,66082,52953,1223,108
SA,5245,2010,1994,156698790,77960,53023,585,45
SA,5250,2381,2363,178256669,74866,58907,700,57
SA,5251,13203,13110,879098925,66583,56179,1187,104
SA,5252,4249,4205,265686968,62529,54374,1472,149
SA,5253,10644,10503,549055845,51584,46076,2282,289
SA,5254,1500,1475,82356420,54904,45666,2060,260
SA,5255,6229,6154,367179145,58947,49022,1749,201
SA,5256,774,765,35988519,46497,39168,2496,318
SA,5259,609,597,29584304,48579,42361,2419,305
SA,5260,1025,1011,57294885,55897,43316,1980,242
SA,5261,240,235,15100530,62919,47198,1440,142
SA,5262,282,275,16706228,59242,51361,1725,197
SA,5263,129,127,7766815,60208,43307,1641,180
SA,5264,788,776,41198206,52282,41881,2233,280
SA,5265,215,211,11312611,52617,45548,2219,278
SA,5266,405,398,29251318,72225,53485,839,65
SA,5267,1291,1254,70871756,54897,47849,2061,261
SA,5268,2714,2680,162105209,59729,47617,1682,187
SA,5269,138,135,7264039,52638,46867,2218,277
SA,5270,412,404,22452196,54496,49501,2094,265
SA,5271,5113,5053,303981935,59453,47639,1709,193
SA,5272,555,551,38579067,69512,51086,993,82
SA,5273,89,85,6231087,70012,49507,966,76
SA,5275,1490,1477,94101192,63155,45143,1425,140
SA,5276,935,921,57383539,61373,50256,1548,162
SA,5277,1773,1752,101192823,57074,50106,1876,221
SA,5278,334,329,20741604,62101,45485,1510,156
SA,5279,270,266,14660522,54298,44760,2109,266
SA,5280,4366,4316,247070692,56590,46585,1919,232
SA,5290,15469,15334,900590461,58219,50567,1793,205
SA,5291,5804,5738,365001376,62888,53419,1444,144
SA,5301,348,335,19682709,56560,38362,1921,233
SA,5302,536,524,29950200,55877,50481,1984,244
SA,5303,165,164,9749817,59090,52367,1736,199
SA,5304,581,569,33336019,57377,48072,1849,217
SA,5306,57,56,2738977,48052,43994,2451,311
SA,5307,294,280,12480086,42449,37201,2570,328
SA,5308,72,70,1952317,27116,23597,2616,331
SA,5309,51,46,1539074,30178,28749,2613,330
SA,5311,194,194,9099834,46906,41492,2483,316
SA,5320,328,322,16954576,51691,41878,2276,288
SA,5321,165,165,7727732,46835,42990,2486,317
SA,5322,486,482,26297969,54111,47296,2129,269
SA,5330,1959,1934,100918096,51515,44965,2290,291
SA,5331,161,161,9222812,57285,49482,1855,219
SA,5332,223,220,9932144,44539,42843,2541,326
SA,5333,3575,3533,196361753,54926,48841,2059,259
SA,5340,820,801,44289717,54012,48247,2137,270
SA,5341,4701,4653,247076602,52558,46982,2222,279
SA,5342,721,716,39342025,54566,47948,2085,264
SA,5343,2841,2817,157369186,55392,49369,2024,254
SA,5344,512,508,25331396,49475,45849,2387,303
SA,5345,1997,1977,103448049,51802,45687,2271,287
SA,5346,225,223,11323552,50327,47287,2349,298
SA,5350,359,353,25080129,69861,60215,971,79
SA,5351,3896,3860,254158251,65236,57807,1287,116
SA,5352,3318,3298,232227825,69990,54950,968,78
SA,5353,2446,2410,148408848,60674,48482,1607,174
SA,5354,160,157,7553418,47209,47449,2475,315
SA,5355,5248,5202,318318519,60655,53262,1610,175
SA,5356,485,473,24933528,51409,48857,2304,294
SA,5357,217,212,10353092,47710,43560,2460,313
SA,5360,825,817,53633773,65011,55846,1299,119
SA,5371,977,970,63545185,65041,55156,1296,118
SA,5372,1609,1592,100740608,62611,55401,1465,148
SA,5373,2020,2002,120501441,59654,50432,1687,188
SA,5374,867,848,43470397,50139,42579,2364,302
SA,5381,182,176,7827195,43007,30519,2561,327
SA,5400,673,665,44247410,65747,54191,1251,112
SA,5401,477,467,28616992,59994,49679,1658,183
SA,5410,198,198,11869425,59947,53766,1660,184
SA,5411,195,192,11037333,56602,46193,1917,231
SA,5412,687,682,39377430,57318,46602,1853,218
SA,5413,492,485,25649771,52134,39411,2249,283
SA,5414,95,93,5378737,56618,53895,1914,229
SA,5415,160,156,8347243,52170,44531,2247,282
SA,5416,148,148,6842725,46235,42490,2503,319
SA,5417,865,850,45069516,52103,41514,2251,284
SA,5418,56,53,2543550,45421,36305,2527,323
SA,5419,122,120,6373914,52245,37324,2237,281
SA,5421,55,53,2644540,48083,29790,2448,309
SA,5422,688,673,33409946,48561,42577,2420,306
SA,5431,498,481,23934126,48060,40066,2450,310
SA,5432,97,90,6170012,63608,41366,1394,133
SA,5433,691,677,41142449,59540,45535,1699,191
SA,5434,240,239,14058482,58577,51385,1770,203
SA,5440,120,118,5428089,45234,37530,2529,324
SA,5451,467,460,25929020,55523,44280,2015,252
SA,5452,319,318,17804456,55813,44082,1991,247
SA,5453,3188,3163,205060265,64323,51173,1352,126
SA,5454,219,216,12544343,57280,51508,1857,220
SA,5460,430,427,26964495,62708,50616,1461,146
SA,5461,1526,1502,90695225,59433,47167,1712,195
SA,5462,344,339,19043135,55358,48285,2030,255
SA,5464,332,329,22505481,67788,54929,1096,96
SA,5470,76,76,4319340,56833,45221,1896,228
SA,5471,63,57,4949477,78563,68657,562,43
SA,5472,94,94,5098933,54244,41960,2115,267
SA,5473,392,386,22357772,57035,46825,1879,223
SA,5480,481,477,26849033,55819,46010,1990,246
SA,5481,312,311,15902088,50968,38221,2322,295
SA,5482,316,305,21390806,67692,45382,1109,98
SA,5483,195,193,10518426,53941,44502,2141,271
SA,5485,356,351,19828138,55697,47283,2002,249
SA,5490,84,83,5540335,65956,54454,1234,110
SA,5491,1142,1133,76575628,67054,52099,1162,102
SA,5495,279,267,15500201,55556,42819,2012,251
SA,5501,5454,5395,348023849,63811,55241,1380,131
SA,5502,1006,984,62253404,61882,49970,1524,157
SA,5510,61,60,4135218,67790,54729,1095,95
SA,5520,273,270,18864978,69102,45151,1018,85
SA,5521,63,62,5146677,81693,52056,469,34
SA,5522,803,789,54242552,67550,47851,1123,100
SA,5523,1069,1046,69101846,64642,52130,1322,122
SA,5540,7723,7647,452592560,58603,49905,1768,202
SA,5550,562,550,30822796,54845,48841,2065,262
SA,5552,202,199,16253666,80464,56829,497,35
SA,5554,3123,3088,181435987,58097,48441,1800,206
SA,5555,307,307,21630660,70458,48216,940,72
SA,5556,2241,2212,127480976,56886,43672,1893,227
SA,5558,2705,2681,152208765,56269,44258,1944,236
SA,5560,254,252,17468382,68773,49549,1038,87
SA,5570,251,245,13590065,54144,41931,2124,268
SA,5571,990,980,66698301,67372,45963,1145,101
SA,5572,98,98,8592367,87677,63392,342,21
SA,5573,1204,1191,87735432,72870,48536,807,62
SA,5575,1327,1307,74306144,55996,42007,1969,241
SA,5576,646,640,38910838,60234,47127,1640,179
SA,5577,337,326,18886216,56042,40843,1966,240
SA,5580,246,242,13791589,56063,39507,1963,239
SA,5581,314,312,17911668,57044,42577,1878,222
SA,5582,282,278,15727000,55770,42736,1993,248
SA,5583,400,393,19094707,47737,36927,2459,312
SA,5600,3688,3673,284968415,77269,65611,605,50
SA,5601,59,58,3479349,58972,51620,1747,200
SA,5602,752,743,43563885,57931,48227,1812,209
SA,5603,273,264,16517529,60504,47211,1621,176
SA,5604,133,133,8000546,60154,50706,1645,181
SA,5605,1104,1089,63781707,57773,46505,1823,211
SA,5606,9015,8926,569749281,63200,50256,1421,138
SA,5607,2900,2852,177216921,61109,50743,1569,167
SA,5608,6375,6304,400560123,62833,52404,1449,145
SA,5609,1164,1151,90559466,77800,69469,590,46
SA,5630,88,88,5821244,66151,55428,1219,107
SA,5631,726,716,58216423,80188,56989,504,36
SA,5632,153,152,15672784,102437,69602,177,6
SA,5633,198,186,13141725,66372,44368,1203,105
SA,5640,649,638,41300710,63637,54643,1391,132
SA,5641,642,619,40580744,63210,51683,1418,137
SA,5642,145,141,9039790,62343,44651,1489,152
SA,5650,106,103,7366378,69494,58616,994,83
SA,5651,84,82,6365789,75783,59087,663,52
SA,5652,437,432,32751802,74947,53356,698,56
SA,5654,124,119,7948690,64102,54659,1365,129
SA,5655,62,61,4014143,64744,45138,1315,121
SA,5661,83,81,6991170,84231,60456,405,27
SA,5670,303,299,16741288,55252,43651,2036,256
SA,5671,122,121,10058145,82444,60133,446,32
SA,5680,1426,1411,86926012,60958,47605,1582,169
SA,5690,2280,2263,148850304,65285,53959,1284,115
SA,5700,5900,5852,362323360,61411,52230,1545,161
SA,5701,50,48,2419600,48392,47047,2430,308
SA,5710,1344,1338,93225852,69364,61981,1002,84
SA,5720,135,134,10448476,77396,73636,599,48
SA,5722,177,177,11426686,64558,42094,1326,123
SA,5723,799,793,44974784,56289,49884,1941,235
SA,5724,102,101,4687937,45960,36415,2512,320
SA,5725,2384,2365,269413460,113009,103714,115,4
SA,5730,57,56,2215188,38863,33083,2594,329
SA,5731,110,110,6227645,56615,44594,1915,230
SA,5732,69,69,3163291,45845,36049,2517,321
SA,5733,67,66,4734827,70669,50087,926,71
SA,5734,56,56,3694281,65969,54573,1232,109
TAS,7000,10435,10348,779418185,74693,56603,707,7
TAS,7001,407,405,14105017,34656,2816,2608,113
TAS,7004,5295,5247,417672749,78881,57207,541,5
TAS,7005,9401,9307,817357225,86944,53357,354,1
TAS,7007,2196,2179,174355478,79397,57709,529,4
TAS,7008,8533,8478,603128454,70682,58012,922,10
TAS,7009,8507,8421,496506222,58364,53498,1785,56
TAS,7010,10668,10548,578030699,54184,50630,2121,82
TAS,7011,9188,9104,521919487,56804,53110,1897,66
TAS,7012,550,546,33595380,61083,59844,1572,39
TAS,7015,7011,6965,470588402,67121,55857,1156,20
TAS,7016,1484,1464,76913274,51828,50676,2268,90
TAS,7017,4051,4019,264231223,65226,58354,1288,23
TAS,7018,14526,14427,966131815,66511,56004,1190,21
TAS,7019,4649,4600,260392206,56010,53929,1967,71
TAS,7020,1814,1806,127085573,70058,55693,962,12
TAS,7021,1643,1639,115834045,70502,59627,937,11
TAS,7022,589,584,37969008,64464,55370,1338,25
TAS,7023,237,237,15075634,63610,47492,1393,32
TAS,7024,358,356,26560974,74193,59127,738,8
TAS,7025,1201,1192,77390381,64438,52836,1341,26
TAS,7026,670,664,38275288,57127,53054,1870,63
TAS,7027,174,172,8311322,47766,46498,2457,105
TAS,7030,10793,10680,606221949,56168,51596,1954,70
TAS,7050,9234,9162,579031769,62706,53666,1462,34
TAS,7051,99,99,6419388,64842,49449,1308,24
TAS,7052,4813,4776,334440390,69487,55458,995,15
TAS,7053,2343,2330,186778869,79718,58175,518,3
TAS,7054,5825,5788,393266337,67514,56727,1128,18
TAS,7055,332,326,20587614,62011,59007,1517,36
TAS,7109,5970,5887,341714873,57239,48363,1863,62
TAS,7112,1944,1929,100053330,51468,40175,2297,94
TAS,7113,742,730,38182127,51458,42912,2298,95
TAS,7116,1375,1360,70815637,51502,43193,2293,93
TAS,7117,534,527,30407253,56942,44473,1888,65
TAS,7120,1031,1011,52887302,51297,44487,2311,97
TAS,7140,6643,6563,361757793,54457,49238,2097,80
TAS,7150,1949,1931,116255816,59649,48279,1689,48
TAS,7155,594,588,38265241,64420,48539,1343,27
TAS,7162,440,435,26451183,60116,39604,1647,46
TAS,7163,231,227,13374600,57899,43521,1817,59
TAS,7170,3832,3806,300020871,78294,61682,572,6
TAS,7171,2320,2306,141268818,60892,56266,1586,40
TAS,7172,2678,2650,155262073,57977,52921,1809,57
TAS,7173,4596,4562,271847652,59149,52379,1733,49
TAS,7174,112,110,5394568,48166,44578,2443,104
TAS,7175,152,150,8614117,56672,43323,1913,67
TAS,7176,110,110,6201444,56377,44467,1935,69
TAS,7177,275,270,13516662,49152,45211,2398,102
TAS,7178,180,178,9563567,53131,37649,2189,87
TAS,7179,249,247,12865755,51670,42173,2278,91
TAS,7180,84,83,3864388,46005,37372,2510,108
TAS,7182,134,130,5759585,42982,40512,2562,110
TAS,7184,473,467,26439330,55897,38478,1981,74
TAS,7185,76,75,4178890,54985,37417,2055,77
TAS,7186,93,93,4053418,43585,36764,2549,109
TAS,7187,74,74,2916621,39414,38228,2590,112
TAS,7190,1948,1919,96036924,49300,41862,2393,101
TAS,7209,244,235,14408918,59053,45846,1740,50
TAS,7210,550,541,30783254,55970,45135,1973,73
TAS,7211,128,127,8913087,69633,47252,985,14
TAS,7212,1094,1085,79777680,72923,50919,803,9
TAS,7213,163,157,7671839,47067,45939,2481,107
TAS,7214,284,282,13749354,48413,39651,2428,103
TAS,7215,2358,2300,120856239,51254,38232,2312,98
TAS,7216,1923,1890,90829717,47233,36920,2473,106
TAS,7248,8931,8837,449591499,50341,45917,2348,99
TAS,7249,8136,8067,510901619,62795,55036,1454,33
TAS,7250,31417,31197,2128016959,67735,54387,1103,17
TAS,7252,1926,1906,127671567,66288,51858,1209,22
TAS,7253,2494,2464,138151458,55394,46291,2023,75
TAS,7254,320,315,16655421,52048,46567,2256,89
TAS,7255,524,509,33362922,63670,48166,1389,31
TAS,7256,1026,1014,63961643,62341,52232,1491,35
TAS,7257,54,53,2277926,42184,37400,2574,111
TAS,7258,625,620,54246688,86795,57752,359,2
TAS,7259,318,313,17244321,54227,48262,2118,81
TAS,7260,1812,1790,98012001,54091,45660,2130,83
TAS,7261,154,150,7918187,51417,39566,2301,96
TAS,7262,1131,1119,66066888,58415,49652,1784,55
TAS,7263,355,348,19144534,53928,43957,2142,84
TAS,7264,308,301,15472178,50234,42499,2358,100
TAS,7265,150,144,8459158,56394,44765,1933,68
TAS,7267,488,481,28757725,58930,52812,1751,51
TAS,7268,684,671,41484687,60650,50249,1611,42
TAS,7270,2341,2302,129309037,55237,43562,2038,76
TAS,7275,2019,1992,115042090,56980,47370,1886,64
TAS,7276,382,377,22012100,57623,48213,1832,60
TAS,7277,4111,4075,262262031,63795,53722,1382,30
TAS,7290,1494,1482,90359332,60481,55434,1623,45
